Name,Address,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Description,Currency,Price Level,City,Country,State
The Madrona,"1001 Westside Rd., Healdsburg, 95448, USA",Contemporary,-122.88647,38.60428,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","On the outside, this stately Victorian mansion set amid an expanse of lush greenery evokes a sense of timeless serenity, but the eye-catching remodeled interior is smartly modern. Sip on top-shelf cocktails at the swanky bar just inside the entrance before settling in to the cozy, comfortable dining room or a terrace with scenic views of the grounds. The culinary stylings range from approachable fare like a signature dish of fried chicken (offered only on Tuesdays), to more formal dishes like dry-aged Liberty Farms duck breast, which might be accented with herbs and flowers from the property's half acre of gardens. Breakfast and lunch offerings are abbreviated, but the beautiful surroundings provide an ideal backdrop all day long.",$,3,Healdsburg,USA,California
Octavia,"1701 Octavia St., San Francisco, 94109, USA",Californian,-122.4270235,37.7880138,Selected Restaurants,0,"Air conditioning,Interesting wine list","Tucked among the Victorians that line its picture-perfect street in Lower Pac Heights, locals count themselves lucky to claim this charming, elegant dame as their neighborhood spot—though they may still need to plan ahead to score a table.Executive Chef Nico Pena adds his own creative touch to Chef/owner Melissa Perello’s signature brand of simple-yet elevated cooking. A meal might progress from impeccably crispy fried artichokes to silky hand-made fettucine with morels, followed by juicy quail with grapefruit and spinach, each showcasing spectacular local products in their best light. Don’t skip the baked goods: house-made levain is excellent, as are seasonal desserts like a bay leaf panna cotta with rhubarb granita and tarragon crumble.",$,3,San Francisco,USA,California
MARKET Restaurant + Bar,"3702 Via De La Valle, Del Mar, 92014, USA",International,-117.23147,32.982616,Selected Restaurants,0,"Interesting wine list,Valet parking,Wheelchair access","Chef/owner Carl Schroeder is a La Jolla native with an encyclopedic knowledge of the region’s bounty. He’s been celebrating every locally sourced ingredient for over a decade now in this kitchen, and his repertoire of creative cooking continues to draw patrons for both special occasions as well as date night. The dark and seductive décor manages to be elegant without a hint of pretense, but one glance at the parking lot and you know that this spot is favored by a moneyed lot.Sushi is well-loved here, but it would be a shame to miss the chef’s creative and internationally influenced dishes. For instance, blue cheese soufflé with anise-orange marmalade shows off a European bent, while miso-glazed cod with shrimp dumplings is resoundingly Asian.",$,3,Del Mar,USA,California
Barcote,"6430 Telegraph Ave., Oakland, 94609, USA",Ethiopian,-122.260345,37.850845,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","The competition may be stiff on Oakland’s Ethiopian restaurant row, but thanks to a warm and welcoming team of chef/owners as well as a menu that excels in weaving together the spices and seasonings, the cuisine at Barcote stands out and sparkles like no other. Whether you opt for a meaty plate of kitfo (spiced minced beef cooked in clarified butter); a sampler of vegetarian stews like spicy misir wot (lentils simmered in berbere sauce); or hearty atakilt wot (cabbage, potato, and carrot stew with turmeric); you’ll be captivated by the layers of flavor.The space is clean and simple, but friendly service and a tree-shaded front patio ensure that it’s homey, not ho-hum. Don’t come in a rush—this is a place to kick back and enjoy a leisurely meal.",$,1,Oakland,USA,California
Fia,"2454 Wilshire Blvd., Santa Monica, 90403, USA",Contemporary,-118.4785237,34.0351233,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Garden or park,Terrace,Valet parking","A Santa Monica landmark dating back to the 20s, the onetime Wilshire has been reimagined with an Italian streak. It’s hard to imagine a more exquisitely Angeleno locale than this sprawling courtyard, encased by massive pine trees and illuminated by twinkling string lights. Fia's menu features organic produce from local farmers from no further than 50 miles away, and though it appears routine on the surface, it's full of inventive twists, as seen in the spicy tuna on crispy arancini, or the porcini tortellini with asparagus, spinach and pearl onion. Save room for the Amalfi lemon mousse cake with Limoncello granita and meringue.",$,3,Santa Monica,USA,California
Luce,"888 Howard St., San Francisco, 94103, USA",Contemporary,-122.404765,37.7818638,Selected Restaurants,0,"Air conditioning,Valet parking,Wheelchair access","Reservations are easy to come by at this longstanding downtown standard, though getting inside can be a bit trickier—enter through the lobby of the InterContinental hotel. Once inside, you’ll be met with a striking space with stylish modern design, comfortable accommodations, and a tasting menu featuring broadly Mediterranean influences peppered with notes of inventive originality. Examples include a kampachi crudo dressed with a tangy sauce of yuzu and white chocolate, as well as a deconstructed “lasagna” with roasted octopus, which boasts striking pasta striped with squid ink. A dessert combining various textures of chocolate and sesame halva offers a happily indulgent finale.",$,4,San Francisco,USA,California
Ella,"1131 K St., Sacramento, 95814, USA",Contemporary,-121.4914258,38.5786358,Selected Restaurants,0,"Interesting wine list,Valet parking,Wheelchair access","This upscale beaut in downtown Sacramento is equal parts rustic and refined, with floor-to-ceiling curtains, thick linens and a colorful overhang comprised of antique wood. You’re likely to be seated among regulars, who can be found chatting with the attentive staff and sampling their wine pairing suggestions (there are plenty of half-glass options for the lunchtime Capitol crowd). The menu offers creative takes on global dishes, including a salad of vine-ripened, handpicked, heirloom tomatoes with shaved radish, avocado purée, and a dill dressing enriched with ricotta salata. Perfectly crispy Southern fried chicken is a staple and rightfully so.The bar is a great place to linger—with an expertly prepared cocktail, like the house gin and tonic.",$,3,Sacramento,USA,California
wonderful,"270 Broadway, Millbrae, 94030, USA",Chinese,-122.391426,37.600597,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","Hunanese cuisine may have once taken a backseat to the Bay Area's roster of Chinese spots, so it’s no wonder that this snug gem has attracted many a local and curious palate. Try to snag one of the beautifully carved booths in the back—then you'll be privy to the goings-on in the kitchen. Settle in and begin to peruse the menu of specialties.Boldly flavored dishes incorporate oodles of smoked, cured and fermented ingredients—from the bacon-like pork wok-tossed with leeks, garlic and soy, to the pungent pork, black bean and pickled chili mixture that tops a mound of spicy, hand-cut godfather’s noodles. That whole chili-braised fish, bright and flaky in its bath of red chili sauce flecked with scallions and garlic, is an absolute must.",$,2,Millbrae,USA,California
Sierra Mar,"47900 CA-1, Big Sur, 93920, USA",Californian,-121.7717,36.229935,Selected Restaurants,0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access","Poised on the brink of a rocky seaside bluff in Big Sur, the vantage point here gives unbeatable sweeping views of the Pacific coast, thanks to a panoply of floor-to-ceiling windows. Housed inside the exclusive Post Ranch Inn resort, the breathtaking location certainly seems to call out for romantic celebrations like honeymoons or anniversaries, while the rustic modern décor and friendly service promote comfort and calm.Stunning vistas aside, the approachable four-course dinner menu (and simpler three-course lunch) offers a bounty of California seasonality, from Monterey abalone with garden lettuce to homemade cavatelli with summer squash. Desserts, like a peanut pavé with caramel and Valrhona chocolate ganache, are both satisfying and easy on the eyes.",$,4,Big Sur,USA,California
Ayara Thai Cuisine,"6245 W. 87th St., Los Angeles, 90045, USA",Thai,-118.39456,33.95861,Selected Restaurants,0,"Terrace,Wheelchair access","A family owned and operated restaurant, having opened in 2004, now with Vanda Asapahu has taken on the role of chef in this family-owned and operated restaurant started by her parents. Wood tables and chairs decorate the interior, and a patio also welcomes diners.The menu is packed with everything from tried-and-true pleasures to more inventive items, and the kitchen caters to your spice preferences. Start with their classic papaya salad with a bold and flavorful kick and make sure to get a curry, perhaps the green curry that's made with a fresh chili curry paste and coconut and your choice of protein. Don't ignore their pastries, which incorporate a bit of French technique. The Thai tea flan with bitter caramel and ripe, fresh berries on top is a perfect choice.",$,1,Los Angeles,USA,California
Sushi Note,"13447 Ventura Blvd., Sherman Oaks, 91423, USA",Japanese,-118.4265586,34.147365,Selected Restaurants,0,"Air conditioning,Counter dining,Interesting wine list,Terrace","Nota bene: Sushi Note is far from a postscript. Whether you're here for the supreme fish or distinctly focused wine selection, it hits all the marks. The sleek dining room is defined by soft fabrics, moody colors and provocative artwork, including framed letters and photos.  Chef Kiminobu Saito showcases serious craftsmanship, ace textures and rare flavors in his seasonal plates, available in half-note or full-note omakase menus or à la carte. The attention to detail is remarkable, with every piece of nigiri and sashimi cut to order. Meaty and sweet scallop with truffle salt and citrus, perfectly aged king salmon from New Zealand, kochi with a subtle note of ""char,"" and Japanese halibut fin with a brush of soy are among the best.",$,4,Sherman Oaks,USA,California
Campfire,"2725 State St., Carlsbad, 92008, USA",Contemporary,-117.3508896,33.1621181,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access","Located in a midcentury Quonset hut enlivened with eclectic outdoorsy decorations, this rough-and-tumble counterpart to more glamorous nearby Jeune et Jolie has plenty of fun with its theme, down to the teepee on the patio. The centerpiece is a custom-built 12-foot wood-burning hearth, which lends an appropriate note of smoke to many of the kitchen’s offerings, from vegetables like crispy roasted broccoli with a tangy chermoula sauce, or grilled octopus with Jimmy Nardello peppers. Meatier options like slow-cooked brisket or a hefty tomahawk steak for two will sate even the burliest appetites. A nearly obligatory end to this glamping experience is the DIY s’mores, served with a small pile of red-hot coals for toasting fluffy house-made marshmallows.",$,3,Carlsbad,USA,California
The Ranch,"1025 E. Ball Rd., Anaheim, 92805, USA",Steakhouse,-117.897194,33.81892,Selected Restaurants,0,"Air conditioning,Car park,Interesting wine list,Terrace,Wheelchair access","There may not be many cowboys in these parts, but there are plenty of decorative elements and music they’d covet at this urban steakhouse with farm to table touches. The menu is meat-centric, but also focuses on seasonal vegetables grown on their own farm. Pay close attention to daily specials and you might just be rewarded with an heirloom tomato salad bursting with ripeness. Unless you have the appetite of a rancher, these dishes are best shared. Crisp popovers served with sweet homemade tomato jam are a can't miss, and the prime rib is ultra-tender with jus, horseradish sauce and a cast-iron skillet bubbling with cheese-topped scalloped potatoes. Top it all off with their PB&J milk chocolate bar, an upscale take on a familiar favorite.",$,3,Anaheim,USA,California
Frances,"3870 17th St., San Francisco, 94114, USA",Californian,-122.43239,37.76293,Selected Restaurants,0,"Air conditioning,Wheelchair access","Stylish and always packed, this disarmingly personal restaurant from Chef/owner Melissa Perello remains a neighborhood favorite. It’s as perfect for a low-key date night as it is for dinner with the kids, and while reservations are difficult to score, its cozy setting and gracious staff justify planning ahead.The ultra-seasonal tasting menu, served family style, combines fantastic Californian produce with a Mediterranean bent, eschewing trendy powders and foams for appealingly rustic fare like roasted beets with chickpea dukkah and chèvre. House-made pastas, like a chewy whole wheat casarecce with ramp pesto, are eminently satisfying. The meal ends with a homey dessert like ricotta lemon cake serve with pear, gooseberry and a cloud of Chantilly cream.",$,2,San Francisco,USA,California
Camden Spit & Larder,"555 Capitol Mall, Sacramento, 95814, USA",Gastropub,-121.5002549,38.5788217,Selected Restaurants,0,"Air conditioning,Counter dining,Terrace,Wheelchair access","Downtown Sacramento meets sexy uptown London at this foodie haven, where Chef Oliver Ridgeway applies his formidable British culinary know-how to farm-fresh Californian ingredients. Inside, the striking dining room features glossy floor-to-ceiling windows; a polished, forever-bustling bar; as well as a lovely outdoor dining area overlooking Capitol Mall.As the name informs, spit-roasted meats take center stage here. A decadent evening feast might begin with an airy popover before settling into more substantial dishes. Don’t miss the incredibly tender prime rib, paired with crispy golden potato rösti, fermented horseradish, sour cream and peppery watercress. Classic English desserts, like the scrumptious Banoffee pie, are perfect for sharing.",$,3,Sacramento,USA,California
R|O-Rebel Omakase,"361 Forest Ave., Ste. 103, Laguna Beach, 92651, USA",Japanese,-117.7824063,33.5434019,Selected Restaurants,0,"Air conditioning,Counter dining,Wheelchair access","It may be steps away from the PCH, but this serene spot nestled among boutiques and a gurgling fountain feels a million miles away from the hustle and bustle. As its name suggests, omakase is indeed the name of the game here, where two seatings per night are available by reservation. With its seasonal, ever-changing fish selection and high quality ingredients, you’re sure to have a unique experience at each visit. Some of the dishes include a springy tamago with yuzu jam and gently seared wagyu imbued with a fragrant smoke.The lineup of nigiri includes many fish varieties not often seen (think cornet with sudachi, and usami), as well supremely tender, more commonly known favorites, including baby yellowtail.",$,4,Laguna Beach,USA,California
Boozehounds,"2080 N. Palm Canyon Dr., Palm Springs, 92262, USA",International,-116.5469,33.8482,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Wheelchair access","What's in a name? In this case, at least, there’s a tongue-in-cheek précis: a dog-friendly cocktail bar. Diners and their canine confrères can enter a spacious enclosed patio area through a separate ""doggy door,"" which offers access to an additional menu of bowls and treats for Fido and Spot. The stylish indoor space remains a humans-only domain, where the focus shifts to a top shelf drinks menu (replete with dog-themed nomenclature, naturally), as well as an appealingly eclectic bar menu that spans both snacks and more substantial fare. Standbys like truffled parmesan fried and blistered shishitos are nothing to sniff at, but less expected items like Japanese-inflected tuna tataki, Filipino adobo or Korean rice cakes offer an exciting change of pace.",$,2,Palm Springs,USA,California
4 Saints,"100 W. Tahquitz Canyon Way, Palm Springs, 92262, USA",American,-116.54682,33.82309,Selected Restaurants,0,"Terrace,Valet parking,Wheelchair access","Set on the seventh-floor rooftop of the posh Rowan Hotel, this is the highest perch in all of downtown. A stylishly modern room features leather banquettes and a handsome central bar, but it’s the sweeping views of the San Jacinto Mountains that will really make you swoon—and that’s before a few rounds of signature date-infused Old Fashioneds. Chef Ysaac Ramirez lends a Southern twang to a shareable menu replete with seasonal produce, as in grilled purple sweet potatoes with creamy Alabama white barbecue sauce and pickled red chiles. Larger appetites will be satisfied by an assortment of grilled steaks, like a ribeye with smoked onion, charred tomato and rosemary salsa verde. It’s true that the prices are lofty, but after all, so are the views.",$,2,Palm Springs,USA,California
Spruce,"3640 Sacramento St., San Francisco, 94118, USA",Californian,-122.45264,37.78772,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Valet parking,Wheelchair access","Set in one of San Francisco’s snazziest neighborhoods, Spruce draws a regular following thanks to its elegant take on Californian cuisine, matching refined simplicity with impeccable seasonal ingredients. Lunch is more casual, with approachable options like salads and sandwiches; the experience at dinner has a more elevated air; a starter of fluffy ricotta gnudi is bathed in a tangy sauce vierge and capped with crisp guanciale, displaying a keen sense of balance. A main course of roasted duck breast, crusted with coriander seed and pistachio, served with stone fruit gastrique, pairs bold flavors with careful technique. For dessert, a decadent crème fraîche cheesecake is thick and creamy with sweet vanilla flavor and a classic graham-cracker crust. Cocktails and California wines round out the experience.",$,4,San Francisco,USA,California
Baltaire,"11647 San Vicente Blvd., Los Angeles, 90049, USA",Steakhouse,-118.4638346,34.0539676,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Valet parking,Wheelchair access","Do not let its exterior fool you since Baltaire is a real beauty. It is equal parts sultry and spacious with a stunning bar to boot. It has all of the bells and whistles synonymous with steakhouses (think dark wood and leather) yet it eschews that tired old boys club ambience, offering an entirely welcoming vibe instead. The extensive menu has a number of pleasing appetizers, including  grilled artichokes, expertly charred and served alongside a Meyer lemon aïoli, and fromage blanc-based Kalamata olive dip with toasted baguette. Of course, few things beat a broiled three-inch thick bone-in Porterhouse with its rich and beefy buttery flavor, served with oversized platters of sautéed button mushrooms with sweet onions and crispy roasted German potatoes.",$,4,Los Angeles,USA,California
Madera,"2825 Sand Hill Rd., Menlo Park, 94025, USA",Contemporary,-122.21151,37.42014,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access","Enveloped in the luxury of the Rosewood Sand Hill hotel, this elegant retreat boasts vaulted ceilings, a crackling fireplace, and a stunning backdrop of the Santa Cruz Mountains—think Silicon Valley meets Swiss chalet. Affluent techies clad in Patagonia vests flock here for the tranquil, sophisticated ambience and uncomplicated, ingredient-driven dishes that emerge from a grand open kitchen. An efficient power lunch might consist of a lobster and avocado tartine, whereas a three-course prix-fixe dinner calls for a bit more involvement. In both cases, simplicity reigns, with local products placed front and center. A wood-fired grill is used liberally to lend a primal, smoky savor.Beignets matched with single malt caramel provide a comforting finale.",$,4,Menlo Park,USA,California
Rustic Canyon,"1119 Wilshire Blvd., Santa Monica, 90401, USA",Californian,-118.49118,34.024952,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Valet parking,Wheelchair access","A sense of community and warm hospitality pervade this beloved Santa Monica institution—it feels like your favorite neighborhood spot, even if you’ve traveled miles to dine here. The menu of shareable plates overseen by Chef/owner Jeremy Fox is market-driven even by California standards, a fact that’s proudly advertised with the inclusion of a bevy of local farmers’ names. A prime example is Zuckerman's delta asparagus, plating the vibrant green stalks in alternating layers over a sauce gribiche with grated lemon zest and chicken skin crackling. The quality of the produce is exceptional, and the cooking is simple and hearty, as in poached Mt. Lassen trout atop a bed of sauerkraut in a Riesling wine sauce mixed with smoked trout roe and finely cut chives.",$,3,Santa Monica,USA,California
Adega,"1614 Alum Rock Ave., San Jose, 95116, USA",Portuguese,-121.85845,37.35131,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access","Adega is Portuguese for “wine cellar,” and following suit, this dining room stocks over 200 vintages that are rarely seen on these Western shores. It's the ethos here, where Chef David Costa and Pastry Chef Jessica Carreira create an appetizing menu with a perfect blend of pristine local produce and top-notch, imported ingredients.Seafood is a focus, and diners shouldn't miss the likes of a dressed-up take on Portugal's culinary backbone—bacalhau. In this rendition, it is moist and flavorful, and arranged over crisp potatoes. Succulent carabineros are marinated in lemongrass and seaweed, then topped with caviar.  Chef Carreira’s desserts, like flan, layered with caramelized sugar and gilded with a quenelle of vanilla ice cream, are equally notable.",$,4,San Jose,USA,California
Great Maple,"1451 Washington St., San Diego, 92103, USA",American,-117.14966,32.751873,Selected Restaurants,0,"Brunch,Terrace,Wheelchair access","Take the classic 50s diner, add a little swagger and you get Great Maple. It is one of four outlets statewide, but this particular location is always buzzing. Be warned though as parking and counter seats are coveted, so plan ahead.Three-course chef dinners on Mondays; burger and beer nights on Wednesdays; and prime rib Fridays are popular, but it’s also great at brunch. Fruity Pebbles pancakes, lolliwaffles on a stick and maple-bacon donuts are sweet-tooth satisfiers. Late night? Sip a Bloody Mary and tuck in to the brisket popover, a fluffy base with tender smoked meat, poached eggs and béarnaise that will cure what ails you. Seasonal dessert pies are all the rage—including the Valencia orange cream with a pistachio- and brown butter-shortbread crust.",$,1,San Diego,USA,California
Dama,"612 E. 11th St., Los Angeles, 90015, USA",Latin American,-118.25298,34.035213,Selected Restaurants,0,"Air conditioning,Terrace,Valet parking,Wheelchair access","Sultry, colorful and complete with a breezy Caribbean vibe, folks flock here to tuck into satisfying food. While starters like whipped white beans with crispy pork, cotija and pickled pearl onions are captivating, delve deeper into such unlikely items as a Latin take on panzanella, featuring tomatoes and garlic confit. And while a dry-aged ribeye is hard to beat on its own, it’s especially good in build-your-own tacos with pickled sweet peppers and salsa verde.Dama's feisty flavors play well off its chic old-Havana-style dining room, with plush leather sofas, massive wicker fans spinning overhead and colorful tile underfoot. The jaunty front patio is filled with plenty of greenery, while the glam central bar busily blends tropical cocktails to order.",$,3,Los Angeles,USA,California
CUT,"9500 Wilshire Blvd., Beverly Hills, 90212, USA",Steakhouse,-118.401024,34.067036,Selected Restaurants,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access","Tucked inside the sleek Four Seasons Hotel, this steakhouse from Wolfgang Puck isn't pulling any punches when it comes to luxury. Offering the finest cuts of beef from Australia and America to Japan, this is a place for a deep-pocketed crowd, and the elegant dining room with banquette seating is the ideal setting for a power meal. Chilled prawns or oysters on the half shell are classic openers, and it may prove difficult to stop nibbling on the sundried tomato Parker house rolls and the house-knotted pretzels, served with roasted pepper and walnut dip. Creekstone filet mignon with Armagnac green peppercorn bearnaise sauce is a sure bet, but it's those wagyu tallow French fries that you'll be thinking about later.",$,4,Beverly Hills,USA,California
Herb & Wood,"2210 Kettner Blvd., San Diego, 92101, USA",Californian,-117.1709448,32.7271564,Selected Restaurants,0,"Brunch,Terrace,Valet parking,Wheelchair access","It’s relatively new to restaurant-rich Little Italy, but this establishment has gained a loyal following since opening in 2016. The multi-level former warehouse could lean cavernous but its barrel-vaulted ceilings and funky artwork exude a distinct Parisian bohemian warmth. The whole place is set aglow and everyone, including the staff, wants to be here.Its wide-ranging menu runs the gamut—from rustic, wood-fired dishes including grilled trumpet mushrooms and pizzas, to more refined plates like venison over buttermilk polenta. The PB&C, a chocolate-whiskey cake with peanut butter mousse and rich milk chocolate gelato, absolutely hits the spot.If on the run, head to their connected all-day eatery—a good bet for lunch and Wednesday trivia nights.",$,3,San Diego,USA,California
Farmstead,"738 Main St., Saint Helena, 94574, USA",Californian,-122.46335,38.50084,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access","For a down-home (but still Napa-chic) alternative to the Cal-Ital wine country grind, follow your nose to this Long Meadow Ranch-owned farmhouse, whose intoxicating smoker is parked right in the front yard. The cathedral ceiling, old-school country music and boisterous locals give Farmstead a permanent buzz; for quieter dining, hit the front terrace.Dishes are laden with ranch-grown products utilized in outstanding preparations like a summery salad of heirloom tomatoes and creamy burrata with salsa verde. The bone-in heritage porkchop with apple chutney on a bed of creamy jalapeno grits and grilled broccolini is spot-on. Take the farm-fresh flavor with you—on weekends the restaurant's stands are brimming with produce, beef and honey for purchase.",$,3,Saint Helena,USA,California
Gabi James,"1810 S. Catalina Ave., Redondo Beach, 90277, USA",Spanish,-118.3874641,33.8170769,Selected Restaurants,0,"Air conditioning,Brunch,Terrace","Welcome to this modern gem, dressed in earthy hues, vibrant tiles, and leather booths. Unique wall sconces exude an amber glow, while concrete floors epitomize the rustic-chic spirit. Over in the kitchen, the team may be found preparing a litany of Spanish and coastal French plates, finished with California flair. Diners should start though with a creative G&T before digging into the tapas tailed by larger plates—many of which are reimagined classics.Consider the likes of pan con tomate imbued with garlic salt; tortilla Española with paper-thin potatoes and sherry vinegar aïoli; or  moruna puerco, marinated pork skewer draped atop fava bean purée and mojo verde with French feta. Daily specials and dessert (churros, maybe?) are a particular highlight.",$,3,Redondo Beach,USA,California
Bibi Ji,"734 State St., Ste. B, Santa Barbara, 93101, USA",Indian,-119.698894,34.419639,Selected Restaurants,0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace","With their name emblazoned in pink, this trendy Indian from co-owners Alejandro Medina and noted sommelier Rajat Parr makes quite the splash. Inside, the space is small but well appointed, with vaulted ceilings and chandeliers; the patio outside is a verdant, summertime delight. Harnessing the best of land and sea, these dishes are born for sharing. Behold such inventive bites as crispy cauliflower tossed with chili-garlic sauce and finished with sesame. Barra kebab highlights intensely spiced tandoor lamb chops with mint chutney; while vegetables like baingan bharta (eggplant with ginger) are a heady treat. The cooking is strong and flavors well executed. No wonder, dessert is an afterthought.A list of natural wines merely augments the focused carte.",$,2,Santa Barbara,USA,California
matū,"239 S. Beverly Dr.,  Ste. 100, Beverly Hills, 90212, USA",Steakhouse,-118.3991829,34.0635158,Selected Restaurants,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access","Matū may have wood panels, exposed brick walls and plenty of gleaming brass, but this isn't your typical temple of masculinity. Instead, this Beverly Hills steakhouse adds a little romance to its chic digs. The inviting ambience is elevated by an open kitchen with views of the action, and the warm, courteous wait staff rounds out the experience. Steaks hail from New Zealand (matū is a Māori word) and their wood-fired preparation delivers on the promise of tender and juicy meat. Wagyu is usually a budget buster, but here it's offered at an accessible price. Its delicate, exceptional flavor will have you remembering its for weeks to come. Steaks may be the heart of the menu, but fazzoletti with a slow-braised beef ragu are a fine choice.",$,4,Beverly Hills,USA,California
Bacon & Butter,"5913 Broadway, Sacramento, 95820, USA",American,-121.43599,38.54683,Selected Restaurants,0,"Brunch,Wheelchair access","If the name doesn’t have you salivating yet, the dishes being ferried to and fro by the bustling staff certainly will. Bacon & Butter lures diners and lots of them—you’ll see lasting queues late into the morning—thanks to its promise of good old-fashioned American breakfast and brunch.From flapjacks and crisped potatoes to super-sized cinnamon rolls, this kitchen’s goods taste like Sunday morning at your Mom’s, including all the noise and nagging. The absolute don’t miss however is the biscuit sandwich, featuring egg, cheese, bacon and caramelized onion layered atop fluffy, flaky biscuits and then smothered with bacon gravy for a “wet,” messy and all-out delicious dish. Everything here is big enough for two, but who wants to share when it’s this good?",$,1,Sacramento,USA,California
Cafe Reyes,"11101 Hwy. 1, Point Reyes Station, 94956, USA",Pizza,-122.80451,38.066696,Selected Restaurants,0,"Air conditioning,Terrace","This unassuming charmer in quaint Point Reyes Station is a perfect stop for day-trippers who are sure to enjoy the many delicious dishes that emerge from its duo of wood-fired ovens. Pizza is the focus, with ten varieties ranging from a classic Margherita to meaty staples like fennel sausage and mushroom. The deliciously crusty pies are named after local destinations, like the Limantour and Bodega, as well as the Farallon, with its slivers of roasted garlic, mini pepperoni with crisped edges and a pile of mozzarella.Given its cooking method, it’s no surprise that Cafe Reyes is stacked high with wood, both against the walls and under the counter. The big, spacious, barn-like dining room is rustic, unfussy and perfect for groups.",$,2,Point Reyes Station,USA,California
Zola,"565 Bryant St., Palo Alto, 94301, USA",French,-122.160576,37.445244,Selected Restaurants,0,"Air conditioning,Wheelchair access","A Palo Alto sparkler, Zola charms its way into diners’ hearts via a seductive French bistro menu with Californian flair. Whether you’re spreading smoky salmon rillettes on toasted artisan levain, twirling pillowy caramelized ricotta gnocchi into the yolk of a soft-cooked egg in brown butter or tucking into tender filet de boeuf with creamy sauce béarnaise and golden-brown fingerling potatoes, you’re sure to fall hard for the food.The stylish space updates a few classics (wood tables, bistro chairs, pressed ceilings) with a dark teal color scheme and enticingly low lighting, and the well-chosen wine list is equal parts Gallic and Golden State. Crème caramel for dessert may be traditional, but it’s also perfectly executed and decadently rich.",$,3,Palo Alto,USA,California
Selanne Steak Tavern,"1464 S. Coast Hwy., Laguna Beach, 92651, USA",Steakhouse,-117.7743716,33.5312062,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Valet parking,Wheelchair access","Once a home, this historic setting on Pacific Coast Highway now houses a winning steakhouse. Inside, a variety of settings welcome guests, ranging from the upstairs Loft, the bistro-style Wine Library, the handsome Tavern, or outside on the Veranda or Sunset Terrace. The buzzy bar is also a favorite perch for a crowd that's both relaxed and regulars. Steak is revered in this place and it lives up to its promise with tender, well marbled meat, but the kitchen ratchets it up with expert cooking (and dousing it in butter never hurts). Thick seared mushrooms in a Madeira reduction are a nice touch, and creamy, buttery mashed potatoes are a must, but don't monkey around when it comes to dessert—Selanne's monkey bread can't be missed.",$,4,Laguna Beach,USA,California
Sabio on Main,"501 Main St., Pleasanton, 94566, USA",Californian,-121.8758887,37.6605365,Selected Restaurants,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace","This far-from-sterile space might even be described as dramatic, given its arched wood panels, dark charcoal tiles, soft pendant lights, and backlit wall of wine. A ladder running across completes the effect.  Locally sourced produce, meat from regenerative ranches and responsibly caught seafood are the foundation of the impressive, hyper-seasonal cuisine produced here. Menus dance to the seasons, unveiling such passionate and ingenious dishes as a spring garlic velouté with Livermore olive oil, and half a head of za'atar-roasted romanesco with green tahini and pine nuts. An Irish take on coffee and donuts is executed perfectly and will leave you wanting for more.",$,3,Pleasanton,USA,California
Camper,"898 Santa Cruz Ave., Menlo Park, 94025, USA",Californian,-122.18604,37.449905,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","This welcoming and window-lined restaurant straddles a prominent corner in downtown Menlo Park. Inside, the space flaunts a flood of natural light; a buzzing vibe, and contemporary subtleties go a long way towards disproving the area's sleepy town moniker.Californian cooking is the mission of the kitchen, with dishes delivering layers of flavor and creativity. Speaking of, begin with fresh-baked Boules (available on Fri and Sat), before embarking on a creamy Russet potato soup with green garlic ""pesto"" and parmesan. Mezze rigatoni arrive tossed with a ten-hour, Modenese-style pork ragù; and buttermilk fried chicken with sides like coleslaw is a sight for sore NY eyes. Caramelized milk jam pudding with candied pecans makes a crowning deal—and meal—closer.",$,2,Menlo Park,USA,California
